Employee_No,Employee_Code,Name,Title,Address_Line_3,Date_of_Birth,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Status_Reason,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,,,
1881,196138,Rhett Haley,Mr,Vahakotte,3/27/1971,Male,1,Married,31,6/15/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1884,198113,Mr Jamey DuBuque V,Ms,Girandurukotte,7/28/1990,Male,1,Married,26,6/9/2021,11/12/2021,Inactive,RESIGN,11/12/2021,\N,\N,Labour,Contarct Basis,Buddhist,Mechanic,,,
1886,1795024,Braxton Volkman,Ms,Kandy,10/14/1968,Male,1,Married,31,6/18/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1888,193148,Mrs Marilyne Kling V,Mr,Makulpotha,2/13/1956,Male,1,Married,31,6/2/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1890,1795026,Clotilde Boyer III,Mr,Kandy,12/2/1978,Male,3,Married,31,6/21/2021,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
1892,193145,Lelah Williamson,Mr,Makulpotha,2/12/1962,Male,1,,31,6/4/2021,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1899,193156,Mr Lon Hackett,Mr,Dambulla,7/16/1965,Male,1,Married,80,6/15/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Driver - cab,,,
1902,193159,Miss Clara Hessel I,Mr,Dambulla,7/28/1965,Male,1,Married,31,6/17/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1903,193160,Ms Nellie Bruen Jr,Mr,Dambulla,4/3/1961,Male,1,Married,55,6/18/2021,6/4/2022,Inactive,RESIGN,6/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
1904,193161,Estella Heidenreich Jr,Ms,Galewela,3/28/1998,Female,1,Married,31,6/23/2021,3/16/2022,Inactive,RESIGN,3/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1906,193162,Emmitt Kling,Mr,Makulpotha,11/25/1972,Male,1,Married,31,6/7/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1909,193164,Adan Schimmel,Mr,,9/10/1962,Male,1,Married,31,6/2/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1913,1795030,Dr Pascale Oberbrunner III,Mr,Kandy,7/14/1974,Male,1,Married,31,6/28/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1915,1795032,Josefa Wiza,Mr,Putuhapuwa,12/11/1969,Male,1,Married,124,6/28/2021,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1916,1795033,Miss Etha Hudson Sr,Mr,Udahigulvala,9/29/1967,Male,1,Married,31,6/30/2021,3/26/2022,Inactive,RESIGN,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1917,1795034,Sage Lebsack,Miss,Kandy,8/22/1983,Male,1,Married,31,6/28/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1918,5285,Alverta Bode,Mr,pannipitiya,3/12/1990,Male,1,Married,90,6/18/2021,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant manager - HR,,,
1920,1795036,Cordelia Vandervort IV,Mr,Rajavella,4/30/1974,Male,1,Married,124,6/28/2021,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1926,179034,Kayley Bosco,Mr,Yahalathenna,2/13/1959,Male,1,Married,31,7/1/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1931,5286,Micheal Reichel,Mr,Pilimathalawa,8/8/1994,Male,1,,33,6/29/2021,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
1932,193171,Blake Jast,Mr,,11/13/1969,Male,1,Married,124,7/2/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1935,1795040,Dolores Kerluke,Mr,Menikhinna,10/23/2001,Male,1,Single,31,7/5/2021,3/29/2022,Inactive,RESIGN,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1936,196139,Golda Bogan,Mr,Vasalkotte,10/30/1988,Male,1,Married,24,7/1/2021,2/26/2022,Inactive,RESIGN,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,,,
1938,193168,Garrett Stiedemann,Mr,Ma Eliya,0000-00-00,Male,1,Married,124,6/1/2021,6/4/2022,Inactive,RESIGN,6/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
1941,196141,Miss Melyssa Moore DVM,Mr,Galewela,6/12/2001,Male,1,Single,31,7/8/2021,2/23/2022,Inactive,Resign,2/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1944,198120,Unique Mante,Mr,Girandurukotte,3/5/1979,Male,1,Single,31,7/3/2021,8/31/2022,Inactive,resign,8/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1945,179035,Ressie Stroman,Ms,Sangarajapura,0000-00-00,Female,1,Single,22,7/12/2021,2/26/2022,Inactive,RESIGN,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Technical Officer,,,
1946,179036,Ansley Kunde V,Ms,Polgolla,0000-00-00,Female,1,Single,125,7/12/2021,5/3/2022,Inactive,RESIGN,5/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,,,
1947,179037,Daphne Harris,Ms,Polgolla,11/10/1998,Female,1,Single,125,7/12/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,,,
1952,50037,Dahlia Mueller,Mr,Kiribathgoda,8/4/1993,Male,1,Married,167,4/1/2021,6/30/2022,Inactive,RESIGN,6/30/2022,\N,\N,Management,Contarct Basis,Buddhist,IT Consultant,,,
1954,1795042,Shanel Kris DVM,Mr,Molagoda,8/2/1954,Male,1,Married,31,7/14/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1955,179039,Yesenia Dickens Jr,Mr,Katugasthota,1/11/1995,Male,1,Single,139,7/15/2021,4/21/2022,Inactive,RESIGN,4/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,,,
1957,5300,Zella Macejkovic,Ms,Gampola,1/15/1998,Female,1,Single,112,7/15/2021,11/30/2022,Inactive,Resign,11/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Executive,,,
1958,5301,Cydney Larson,Ms,Handessa,11/22/1991,Female,1,Single,22,7/15/2021,8/31/2022,Inactive,VOP,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
1959,5302,Claud Nolan,Mr,Muruthalawe,3/19/1991,Male,1,Married,49,7/14/2021,\N,Active,,\N,545,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,,,
1960,5303,Dejah Prosacco,Mr,Anuradhapura,2/21/1975,Male,1,Married,24,7/7/2021,10/1/2021,Inactive,Resign,10/1/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
1961,5304,Terrence Weimann,Mr,Dehiwala,10/31/1994,Male,5,Single,89,7/12/2021,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Muslim,Planning Engineer,,,
1962,5305,Mrs Theresia Stokes DVM,Mr,Ampitiya,3/27/1979,Male,1,Married,7,7/16/2021,7/21/2021,Inactive,RESIGN,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
1963,5306,Rod Schroeder,Mr,Kandy,5/6/1980,Male,1,Married,7,7/16/2021,6/29/2022,Inactive,VOP,6/29/2022,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
1964,5307,Jamison Feest,Mr,Pilimathalawa,5/26/1986,Male,1,Married,6,7/16/2021,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
1965,1795043,Samantha Wolff,Mr,kandy,5/5/1974,Male,1,Married,31,7/19/2021,2/8/2022,Inactive,RESIGN,2/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1966,5308,Hoyt Hayes,Mr,Chilaw,1/16/1997,Male,1,Single,146,7/19/2021,8/31/2022,Inactive,SERVICE DISCONTINUATION,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Site Engineer,,,
1967,5309,Erling Upton,Mr,Peradeniya,1/23/1969,Male,1,Married,7,7/19/2021,7/21/2021,Inactive,RESIGN,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
1968,5310,Amos Lang,Mr,Ruwanwella,7/22/1988,Male,1,Married,6,7/19/2021,8/3/2021,Inactive,RESIGN,8/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
1969,5311,Elmira Gleason,Ms,"Kanampitiya,Galle",4/4/1994,Male,1,Single,158,7/20/2021,12/21/2021,Inactive,RESIGN,12/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,,,
1970,1795044,Isac Marvin Jr,Mr,Galagedara,4/15/1958,Male,1,Married,31,7/19/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1974,1795046,Marlin Heaney,Mr,Kandy,3/1/1976,Male,1,Married,31,7/26/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1975,198121,Mariam Lindgren,Mr,,2/8/1978,Male,1,Married,31,7/1/2021,6/10/2022,Inactive,RESIGN,6/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1976,5312,Mr Rodrick Bartell,Mr,Kolambageara,3/13/1996,Male,1,Single,49,7/26/2021,12/4/2021,Inactive,RESIGN,12/4/2021,545,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,,,
1977,5313,Scarlett Rodriguez III,Mr,Dehiaththakandiya,8/31/1996,Male,1,Single,49,7/26/2021,12/5/2021,Inactive,RESIGN,12/5/2021,545,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,,,
1978,1795047,Daija Casper PhD,Mr,Werellagama,3/27/1988,Male,1,Married,31,7/27/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1980,5314,Mustafa Marks,Mr,Kandy,3/23/1971,Male,1,Married,64,7/27/2021,6/30/2022,Inactive,vOP,6/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
1985,5315,Stephania Conn,Mr,Jaffna,9/27/1994,Male,3,Single,36,7/28/2021,12/7/2021,Inactive,RESIGN,12/7/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,,,
1987,1795049,Arlie Ruecker Sr,Mr,Kadugannawa,0000-00-00,Male,1,Married,31,7/30/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1988,189065,Dr Nadia Tillman IV,Mr,Maththaka,8/10/1994,Male,1,Married,43,7/29/2021,2/21/2022,Inactive,RESIGN,2/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,,,
1993,1795050,Mrs Shaniya Swaniawski,Mr,Warakapola,9/19/1980,Male,5,Married,124,8/2/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Muslim,Mason,,,
1996,179040,Dianna Quigley,Ms,Galagedara,0000-00-00,Female,1,Single,125,7/30/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,,,
1998,179041,Alfredo Pfeffer,Ms,Halloluwa,0000-00-00,Female,1,Single,125,8/2/2021,4/22/2022,Inactive,RESIGN,4/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,,,
1999,5316,Mr Charlie Rosenbaum I,Mr,Nugegoda,7/25/1973,Male,1,Married,17,8/2/2021,7/21/2022,Inactive,VOP,7/21/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
2000,5317,Mable Langworth,Mr,Bokunadara,2/2/1987,Male,1,Married,78,8/2/2021,12/9/2021,Inactive,RESIGN,12/9/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,,,
2001,5318,Marianne Hessel,Mr,Katugastota,8/31/1993,Male,1,Single,33,8/2/2021,8/3/2021,Inactive,RESIGN,8/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2002,5319,Gerry Kshlerin,Mr,",Dematagolla",",Ukuwela""",9/30/1991,Male,1,Single,36,8/2/2021,1/21/2022,Inactive,RESIGN,1/21/2022,545,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,
2006,201001,Berta Davis,Mr,Ankumbura,2/28/1969,Male,1,Married,31,7/30/2021,11/15/2022,Inactive,Resign,11/15/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2007,1795051,Norene Sipes,Mr,Kandy,5/23/1971,Male,1,Married,31,8/3/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2009,5320,Jeffry Hansen,Mr,Mahiyanganaya,9/30/1991,Male,1,,54,7/28/2021,11/11/2021,Inactive,RESIGN,11/11/2021,\N,\N,Staff,Contarct Basis,Buddhist,Lab Technician,,,
2010,5321,Malinda Ritchie,Mr,Kandy,12/27/1995,Male,1,Single,36,8/5/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
2013,201005,Dr Neal Zemlak,Ms,Muruthalawa,0000-00-00,Female,1,Married,25,8/2/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Document Controller,,,
2016,201008,Edison Mills,Mr,,6/28/1997,Male,3,Single,31,8/8/2021,2/25/2022,Inactive,RESIGN,2/25/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
2017,5322,Ms Rowena Mayert IV,Mr,Malabe,10/29/1967,Male,1,Married,6,8/9/2021,\N,Active,,\N,2017,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
2018,5323,Miss Rita Considine PhD,Mr,Wellawa,12/10/1996,Male,1,Single,22,8/9/2021,8/13/2021,Inactive,RESIGN,8/13/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2019,5324,Uriah Nienow,Mr,Anuradhapura,6/25/1990,Male,1,Married,22,8/9/2021,\N,Active,,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2020,1795052,Arnulfo Kuphal,Mr,Kandy,2/17/1964,Male,5,Married,31,8/10/2021,5/19/2022,Inactive,RESIGN,5/19/2022,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,,,
2023,1795054,Drake Hamill,Mr,Peradeniya,11/16/1969,Male,1,Married,31,8/11/2021,5/5/2022,Inactive,RESIGN,5/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2024,1795055,Miss Savanah Moore Sr,Mr,Peradeniya,5/28/1984,Male,1,Married,31,8/11/2021,2/7/2022,Inactive,RESIGN,2/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2027,5325,Jaquelin Kohler,Ms,Wahamalgollewa,1/1/1996,Female,1,Single,170,8/11/2021,7/14/2022,Inactive,Resign,7/14/2022,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,,,
2031,195033,Mr Shaun Mante Jr,Mr,Jeyapuram,9/23/1985,Male,3,Married,29,8/13/2021,10/23/2021,Inactive,RESIGN,10/23/2021,\N,\N,Labour,Contarct Basis,Hindu,Cook,,,
2033,1795058,Clarissa Goodwin,Mr,Hodiyadeniya,11/30/1996,Male,1,Married,124,8/13/2021,4/5/2022,Inactive,RESIGN,4/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2034,1795059,Bridgette Halvorson,Mr,Muruthagahamula,9/17/1990,Male,1,Married,124,8/13/2021,5/5/2022,Inactive,RESIGN,5/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2036,5326,Mckenzie Bruen,Mr,Kaduwela,7/12/1982,Male,1,Married,168,8/17/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Planning Executive,,,
2040,5327,Norma Hartmann MD,Mr,,4/26/1995,Male,1,,158,8/19/2021,4/30/2022,Inactive,Resigned,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,,,
2041,1795061,Pete Waters MD,Mr,Pilimathalawa,9/16/1997,Male,1,Married,124,8/19/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2043,193176,Ms Pearlie Hettinger Sr,Mr,Dambulla,8/9/1993,Male,1,Single,31,8/17/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2044,1795062,Mireille Bergnaum,Mr,Panvilathanna,6/8/1963,Male,1,Married,124,8/20/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2045,1795063,Allene Larson,Mr,Panvilathenna,4/9/1968,Male,1,Married,124,8/20/2021,6/6/2022,Inactive,RESIGN,6/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2047,1795064,Franco Connelly,Mr,Nuwaraeliya,10/7/1980,Male,1,Married,31,8/21/2021,6/10/2022,Inactive,RESIGN,6/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2048,1795065,Prof Patrick Kohler,Mr,Handessa,3/17/1991,Male,1,Married,31,8/21/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2049,1795066,Prof Lonie O'Hara,Ms,"Gampola,",7/10/1991,Male,1,Single,31,8/21/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2050,1795067,Laverne Hudson,Mr,Pujapitiya,12/28/1975,Male,1,Married,124,8/21/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2052,1795069,Mr Joe Von MD,Mr,Galaha,4/16/1958,Male,1,Married,31,8/21/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2053,1795070,Rachelle Kling,Mr,Naula,10/8/1974,Male,1,Married,31,8/21/2021,11/30/2022,Inactive,Resign,11/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2054,1795071,Mrs Stacy Larson,Mr,Pilimathalawa,3/2/1966,Male,1,Married,31,8/23/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2057,1795074,Estell Bins MD,Mr,Sanagarajapura,11/28/1978,Male,1,Married,31,8/23/2021,5/7/2022,Inactive,RESIGN,5/7/2022,\N,\N,Labour,Permanant,Buddhist,Unskilled Labor,,,
2058,1795075,Alfred Little,Mr,Peradeniya,12/22/1973,Male,1,Married,31,8/23/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2059,1795076,Miss Eden Runolfsson,Mr,Welamboda,6/9/1955,Male,1,Married,124,8/23/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2060,1795077,Meredith Kuhic PhD,Mr,Bosella,6/16/1975,Male,1,Married,124,8/23/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2062,1795079,Erica Barton,Mr,Muruthalawa,5/14/1967,Male,1,Married,31,8/23/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2063,5329,Prof Freda Eichmann,Mr,Rembewa,4/24/1994,Male,1,Married,22,8/23/2021,4/30/2022,Inactive,RESIGN,4/30/2022,2064,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2065,204001,Jerrell Witting,Mr,Anuradhapura,6/5/1978,Male,1,Married,122,8/20/2021,3/16/2022,Inactive,RESIGN,3/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
2067,204003,Jadon Runte,Mr,Anuradhapura,7/28/1967,Male,1,Married,122,8/20/2021,5/22/2022,Inactive,RESIGN,5/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
2068,204004,Prof Dusty Purdy Sr,Mr,Anuradhapura,11/1/1997,Male,1,Single,129,8/20/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,,,
2070,204006,Ms Rafaela Johns MD,Ms,Anuradhapura,5/15/1988,Female,1,Married,31,8/21/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2071,5330,Sabrina Cummerata,Mr,Mihinthale,8/24/1995,Male,1,,33,8/24/2021,12/20/2022,Inactive,Resign,12/20/2022,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2072,5331,Arlo Schaden,Ms,Kandy,2/2/1994,Male,5,Single,48,8/25/2021,8/31/2022,Inactive,SERVICE DISCONTINUATION,8/31/2022,\N,\N,Staff,Contarct Basis,Muslim,Draughtsman,,,
2073,1795080,Oceane Krajcik I,Ms,Kengalla,1/13/1955,Male,1,Married,124,8/25/2021,5/7/2022,Inactive,RESIGN,5/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2079,196144,Floyd Brown,Mr,Matale,10/18/1976,Male,1,Married,24,8/17/2021,3/22/2022,Inactive,Resign,3/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,,,
2080,196145,Prof Alaina Wolf,Mr,Dambulla,2/24/2003,Male,1,Single,31,8/20/2021,1/20/2022,Inactive,Resign,1/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2084,5332,Prof Tamia Hilpert,Mr,Polonnaruwa,9/8/1994,Male,1,,33,8/28/2021,12/23/2021,Inactive,RESIGN,12/23/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2085,196146,Prof Geoffrey Weber IV,Mr,Galewela,10/18/1986,Male,1,Married,24,8/26/2021,2/10/2022,Inactive,Resign,2/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,,,
2086,196147,Libby Rice,Mr,Dambulla,8/30/1977,Male,1,Married,24,8/26/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,,,
2088,51018,Eugene Windler,Mr,Uva Pelvaththa,6/25/2002,Male,1,Single,56,8/31/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Helper,,,
2089,195034,Prof Carmelo Adams,Mr,,6/1/2002,Male,3,Single,31,8/27/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
2093,193177,Adonis Runolfsdottir,Mr,Dewahuwa,11/11/1972,Male,1,Married,31,8/25/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2094,5333,Noelia Cremin,Mr,",Akuressa""",8/11/1989,Male,1,,22,8/31/2021,\N,Active,,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2096,193178,Hilma Bartell,Mr,Babaragaswewa,11/13/1994,Male,1,Married,31,8/13/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2097,195035,Cortez Bartoletti,Mr,,11/16/2002,Male,3,Single,31,8/27/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
2099,1795088,Lilyan Windler II,Mr,Kandy,9/11/1977,Male,1,Married,124,9/1/2021,4/6/2022,Inactive,RESIGN,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2101,1795090,Daron Bahringer,Mr,Pujapitiya,0000-00-00,Male,1,Single,124,9/1/2021,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2102,1795091,Jalyn Maggio,Mr,Maswela,7/6/1966,Male,1,Married,31,9/1/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2105,1795094,Treva Powlowski,Mr,Kandy,0000-00-00,Male,1,Single,31,9/1/2021,3/29/2022,Inactive,RESIGN,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2106,1795095,Prof Braxton Bode DVM,Mr,Kandy,4/18/1985,Male,1,Single,31,9/2/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2107,5334,Isadore Kirlin,Mr,Welivita,1/14/1985,Male,1,,78,9/1/2021,5/6/2022,Inactive,RESIGN,5/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,,,
2108,5335,Jermain Jast,Mr,Nugegoda,6/19/1977,Male,1,,17,9/1/2021,9/8/2021,Inactive,RESIGN,9/8/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
2109,5336,Gardner Prohaska,Mr,Dunagaha,6/2/1993,Male,1,,36,9/1/2021,11/11/2021,Inactive,VOP,11/11/2021,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
2110,5337,Etha Wolf,Mr,Welimada,10/27/1993,Male,1,,83,9/1/2021,12/18/2021,Inactive,Resign,12/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,,,
2111,5338,Prof Clay Buckridge,Mr,Anuradhapura,11/13/1994,Male,1,,33,9/1/2021,12/27/2021,Inactive,RESIGN,12/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2112,5339,Deja Durgan,Mr,Anuradhapura,12/7/1986,Male,1,,22,9/1/2021,10/1/2021,Inactive,RESIGN,10/1/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2116,1795098,Samanta Williamson,Mr,Babaradeniya,11/15/1991,Male,1,Married,124,9/6/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
